postcode,gemeente,lat,lon
5643TS,Eindhoven,51.43074959,5.50319939
5643TW,Eindhoven,51.43426493,5.50491131
5643TX,Eindhoven,51.43175361,5.50408885
5643TZ,Eindhoven,51.43501166,5.50130404
5643VA,Eindhoven,51.42946678,5.50644585
5643VB,Eindhoven,51.42969548,5.50623694
5643VC,Eindhoven,51.42797728,5.50586994
5643VD,Eindhoven,51.42858206,5.50572029
5643VE,Eindhoven,51.42777086,5.50539316
5643VG,Eindhoven,51.4293065,5.50876404
5643VH,Eindhoven,51.4288026,5.50863692
5643VJ,Eindhoven,51.42917065,5.50839761
5643VK,Eindhoven,51.4273068,5.5080472
5643VL,Eindhoven,51.42758836,5.50736998
5643VM,Eindhoven,51.42765797,5.50712166
5643VN,Eindhoven,51.42779393,5.50661266
5643VP,Eindhoven,51.42786244,5.50636397
5643VR,Eindhoven,51.42815821,5.5060649
5643VS,Eindhoven,51.42924213,5.50792808
5643VT,Eindhoven,51.42928303,5.50765668
5643VV,Eindhoven,51.42935512,5.50718769
5643VW,Eindhoven,51.42939558,5.50692782
5643VX,Eindhoven,51.42875658,5.50622195
5643WE,Eindhoven,51.42995335,5.50971574
5643WG,Eindhoven,51.42868586,5.50916079
5643WH,Eindhoven,51.42703102,5.50839319
5644AA,Eindhoven,51.42380497,5.4927026
5644AB,Eindhoven,51.42215864,5.49403625
5644AC,Eindhoven,51.42081526,5.49495904
5644AD,Eindhoven,51.4198723,5.49536195
5644AE,Eindhoven,51.41847256,5.49596678
5644AX,Eindhoven,51.41175164,5.49346343
5644AZ,Eindhoven,51.4059549,5.49396955
5644BA,Eindhoven,51.41112347,5.49083461
5644BB,Eindhoven,51.41562175,5.48858573
5644BC,Eindhoven,51.41462161,5.48835518
5644BD,Eindhoven,51.4154998,5.48812692
5644BE,Eindhoven,51.41458567,5.48788607
5644BG,Eindhoven,51.41197121,5.49444561
5644BH,Eindhoven,51.41572437,5.49095722
5644BJ,Eindhoven,51.41595074,5.488274
5644BK,Eindhoven,51.41610926,5.48644336
5644BL,Eindhoven,51.41612456,5.49532166
5644BM,Eindhoven,51.41610496,5.49302815
5644BN,Eindhoven,51.41645097,5.49122614
5644BP,Eindhoven,51.41650607,5.48807952
5644BR,Eindhoven,51.41207645,5.49139349
5644BS,Eindhoven,51.41540203,5.49090337
5644BV,Eindhoven,51.41590302,5.48381763
5644BW,Eindhoven,51.41587673,5.48517923
5644BX,Eindhoven,51.41593481,5.48483017
5644BZ,Eindhoven,51.41446769,5.48698054
5644CA,Eindhoven,51.41778597,5.4961826
5644CB,Eindhoven,51.41758631,5.49346564
5644CC,Eindhoven,51.41799049,5.49618298
5644CD,Eindhoven,51.41778436,5.49436051
5644CE,Eindhoven,51.41909621,5.49521236
5644CG,Eindhoven,51.41750212,5.49574528
5644CH,Eindhoven,51.41905559,5.494926
5644CJ,Eindhoven,51.4171028,5.49520152
5644CK,Eindhoven,51.41726279,5.49544808
5644CL,Eindhoven,51.4172609,5.4933998
5644CM,Eindhoven,51.41709528,5.49261817
5644CN,Eindhoven,51.41712356,5.49235024
5644CP,Eindhoven,51.41703845,5.49339619
5644CR,Eindhoven,51.41705547,5.49312305
5644CS,Eindhoven,51.41702176,5.49420956
5644CT,Eindhoven,51.41702056,5.49393777
5644CV,Eindhoven,51.41687823,5.49502626
5644CW,Eindhoven,51.41703758,5.49473882
5644DA,Eindhoven,51.41444581,5.49232404
5644DB,Eindhoven,51.41314593,5.4921339
5644DC,Eindhoven,51.41358949,5.49217763
5644DD,Eindhoven,51.41337155,5.49225687
5644DE,Eindhoven,51.41457829,5.49298254
5644DG,Eindhoven,51.41461251,5.49332257
5644DH,Eindhoven,51.4146099,5.49493252
5644DJ,Eindhoven,51.41421969,5.49529735
5644DK,Eindhoven,51.41127767,5.49790755
5644DL,Eindhoven,51.41105353,5.49816881
5644DR,Eindhoven,51.41489822,5.49240082
5644DS,Eindhoven,51.41496093,5.49525857
5644DT,Eindhoven,51.41320816,5.49736054
5644DV,Eindhoven,51.41017351,5.49757086
5644DX,Eindhoven,51.41107085,5.49250323
5644EA,Eindhoven,51.41985527,5.49512533
5644EB,Eindhoven,51.42112223,5.49427752
5644EC,Eindhoven,51.42071873,5.49409678
5644ED,Eindhoven,51.41941643,5.49472452
5644EE,Eindhoven,51.41925093,5.49296094
5644EG,Eindhoven,51.42077798,5.49351904
5644EH,Eindhoven,51.42123918,5.4931078
5644EJ,Eindhoven,51.42142335,5.49377288
5644EK,Eindhoven,51.41984039,5.49308035
5644EL,Eindhoven,51.4190533,5.49307662
5644EM,Eindhoven,51.41901897,5.49296049
5644EN,Eindhoven,51.41904052,5.49263223
5644EP,Eindhoven,51.41904126,5.49366626
5644ER,Eindhoven,51.41902868,5.4933861
5644ES,Eindhoven,51.41900841,5.49445139
5644ET,Eindhoven,51.41909672,5.49414898
5644EV,Eindhoven,51.41926937,5.49537445
5644GA,Eindhoven,51.42304636,5.49306611
5644GB,Eindhoven,51.42165991,5.49274451
5644GC,Eindhoven,51.4195837,5.49241266
5644GD,Eindhoven,51.41752961,5.49196419
5644GE,Eindhoven,51.42361895,5.49281099
5644GG,Eindhoven,51.42233051,5.4924615
5644GH,Eindhoven,51.4213109,5.49221592
5644GJ,Eindhoven,51.41990488,5.49180299
5644GK,Eindhoven,51.41858186,5.49169889
5644HG,Eindhoven,51.41327299,5.49007081
5644HH,Eindhoven,51.41212377,5.490385
5644HJ,Eindhoven,51.41247103,5.48659423
5644HK,Eindhoven,51.41247646,5.48986749
5644HL,Eindhoven,51.41278068,5.48740693
5644HM,Eindhoven,51.41330959,5.48934404
5644HN,Eindhoven,51.41355131,5.48688097
5644HP,Eindhoven,51.41369014,5.48559119
5644HR,Eindhoven,51.41379183,5.48448099
5644HS,Eindhoven,51.41093631,5.47923642
5644HV,Eindhoven,51.41143757,5.48032657
5644HX,Eindhoven,51.41185345,5.47859332
5644HZ,Eindhoven,51.41285641,5.48132411
5644JA,Eindhoven,51.41350824,5.49012323
5644JB,Eindhoven,51.41376202,5.48766435
5644JC,Eindhoven,51.4139896,5.48534931
5644JD,Eindhoven,51.41400025,5.49069099
5644JE,Eindhoven,51.41403705,5.48778205
5644JG,Eindhoven,51.41422729,5.48629459
5644JH,Eindhoven,51.41547263,5.48998096
5644JJ,Eindhoven,51.41477753,5.48988169
5644JK,Eindhoven,51.41550263,5.48964303
5644JL,Eindhoven,51.41466769,5.48934232
5644JS,Eindhoven,51.41560805,5.49675072
5644JT,Eindhoven,51.41654489,5.49570423
5644JV,Eindhoven,51.41677414,5.49614735
5644KA,Eindhoven,51.4173752,5.49144773
5644KB,Eindhoven,51.41865451,5.48492729
5644KC,Eindhoven,51.41774367,5.4912296
5644KD,Eindhoven,51.41913182,5.49115838
5644KE,Eindhoven,51.41915093,5.49095099
5644KH,Eindhoven,51.42000601,5.49037636
5644KJ,Eindhoven,51.41871229,5.49022351
5644KK,Eindhoven,51.41925803,5.48991212
5644KL,Eindhoven,51.41930873,5.48927618
5644KM,Eindhoven,51.41932261,5.48903367
5644KN,Eindhoven,51.41931465,5.48840947
5644KP,Eindhoven,51.42008648,5.48822606
5644KR,Eindhoven,51.41907289,5.48796665
5644KS,Eindhoven,51.4175359,5.48633391
5644KT,Eindhoven,51.41709291,5.48667649
5644KV,Eindhoven,51.41691426,5.48854503
5644KW,Eindhoven,51.41676269,5.49003616
5644LA,Eindhoven,51.41916781,5.49156276
5644LB,Eindhoven,51.41940998,5.48800982
5644LC,Eindhoven,51.41931484,5.49143637
5644LD,Eindhoven,51.41956748,5.48807103
5644LE,Eindhoven,51.41888404,5.48561374
5644LG,Eindhoven,51.41964634,5.48566421
5644LH,Eindhoven,51.42021649,5.48778772
5644LJ,Eindhoven,51.41989717,5.4865101
5644LK,Eindhoven,51.42035042,5.48732885
5644LL,Eindhoven,51.41995701,5.48566906
5644LM,Eindhoven,51.42053817,5.48600257
5644LN,Eindhoven,51.41936724,5.48737367
5644LP,Eindhoven,51.41869526,5.48726533
5644LR,Eindhoven,51.41935254,5.48716143
5644NA,Eindhoven,51.42136981,5.49185898
5644NB,Eindhoven,51.42149468,5.49220306
5644NC,Eindhoven,51.42118672,5.49122625
5644ND,Eindhoven,51.4199278,5.49170875
5644NE,Eindhoven,51.4201636,5.48815586
5644NG,Eindhoven,51.42126839,5.48829822
5644NH,Eindhoven,51.42115678,5.48803639
5644NJ,Eindhoven,51.42157446,5.48710403
5644NK,Eindhoven,51.42128968,5.48818983
5644NL,Eindhoven,51.4217041,5.48743618
5644NM,Eindhoven,51.4211262,5.48547945
5644NN,Eindhoven,51.42105993,5.48671191
5644NP,Eindhoven,51.42086075,5.4854342
5644NR,Eindhoven,51.42075644,5.48661799
5644PA,Eindhoven,51.42382166,5.49252481
5644PB,Eindhoven,51.42344489,5.48969836
5644PC,Eindhoven,51.42347657,5.48835198
5644PD,Eindhoven,51.4234825,5.48810288
5644PE,Eindhoven,51.42260825,5.49143839
5644PG,Eindhoven,51.42348252,5.48782206
5644PH,Eindhoven,51.42157604,5.4892096
5644PJ,Eindhoven,51.42170479,5.48923466
5644PK,Eindhoven,51.42320534,5.49011902
5644PL,Eindhoven,51.4222212,5.4913636
5644PN,Eindhoven,51.42196551,5.49134061
5644PR,Eindhoven,51.42297721,5.49260674
5644PT,Eindhoven,51.42321095,5.49255258
5644PW,Eindhoven,51.4236106,5.49195363
5644PX,Eindhoven,51.42361214,5.49151344
5644RA,Eindhoven,51.42326028,5.48663848
5644RB,Eindhoven,51.42086464,5.48496727
5644RC,Eindhoven,51.41496779,5.48349141
5644RD,Eindhoven,51.41466673,5.48340773
5644RE,Eindhoven,51.4080037,5.48746546
5644RG,Eindhoven,51.41195805,5.48277268
5644RH,Eindhoven,51.42366289,5.48524399
5644RJ,Eindhoven,51.42273557,5.4849961
5644RK,Eindhoven,51.42091659,5.48437245
5644RL,Eindhoven,51.41491922,5.48272686
5644RM,Eindhoven,51.41448789,5.48039101
5644RN,Eindhoven,51.42073523,5.48183314
5644RP,Eindhoven,51.41960274,5.48260234
5644RR,Eindhoven,51.42076002,5.4831867
5644RS,Eindhoven,51.423043,5.47028902
5644RT,Eindhoven,51.4197627,5.47265473
5644RV,Eindhoven,51.40679565,5.46619553
5644RW,Eindhoven,51.40660552,5.47221929
5644RX,Eindhoven,51.41637391,5.48048887
5644RZ,Eindhoven,51.42031831,5.47440998
5644SB,Eindhoven,51.41762964,5.48233641
5644SC,Eindhoven,51.41768182,5.48229328
5644SE,Eindhoven,51.41816632,5.4831354
5644SG,Eindhoven,51.41720315,5.48287789
5644SH,Eindhoven,51.41816748,5.48318072
5644SJ,Eindhoven,51.41719833,5.48292061
5644SK,Eindhoven,51.41809119,5.48320239
5644SL,Eindhoven,51.41808957,5.48322311
5644SM,Eindhoven,51.4180871,5.48324514
5644SN,Eindhoven,51.41808631,5.4832665
5644SP,Eindhoven,51.41808399,5.4832871
5644SR,Eindhoven,51.4175075,5.48033638
5644ST,Eindhoven,51.41811843,5.48334019
5644SV,Eindhoven,51.41759679,5.48322352
5644SX,Eindhoven,51.41759408,5.479651
5644SZ,Eindhoven,51.41225014,5.47237589
5644TA,Eindhoven,51.42279557,5.48463735
5644TB,Eindhoven,51.42350934,5.48437574
5644TC,Eindhoven,51.42352736,5.48399068
5644TD,Eindhoven,51.4231623,5.48377937
5644TE,Eindhoven,51.42340778,5.4836259
5644TG,Eindhoven,51.42253763,5.4840385
5644TH,Eindhoven,51.42266438,5.4834914
5644TJ,Eindhoven,51.42225974,5.48382586
5644TK,Eindhoven,51.42216423,5.48348142
5644TL,Eindhoven,51.4219599,5.48267044
5644TM,Eindhoven,51.42095625,5.48400827
5644TN,Eindhoven,51.42124371,5.48413189
5644TP,Eindhoven,51.42365443,5.48206659
5644TR,Eindhoven,51.42373525,5.48506335
5644TS,Eindhoven,51.42382058,5.48406156
5644TT,Eindhoven,51.42388123,5.4833514
5644TV,Eindhoven,51.42395647,5.48246621
5645AC,Eindhoven,51.41804805,5.50414311
5645AD,Eindhoven,51.41863641,5.5059603
5645AE,Eindhoven,51.41846345,5.50633934
5645BA,Eindhoven,51.42241457,5.50904813
5645BB,Eindhoven,51.4211738,5.50933502
5645BC,Eindhoven,51.42013478,5.50955114
5645BD,Eindhoven,51.42255949,5.50869239
5645BE,Eindhoven,51.42077924,5.50907332
5645BG,Eindhoven,51.42082547,5.50895764
5645BH,Eindhoven,51.42052962,5.50839752
5645BJ,Eindhoven,51.41953814,5.50833321
5645BK,Eindhoven,51.41960445,5.50714579
5645BL,Eindhoven,51.42082773,5.50697265
5645BM,Eindhoven,51.41950173,5.50715182
5645CD,Eindhoven,51.42261259,5.50863865
5645CE,Eindhoven,51.42306114,5.50733387
5645CG,Eindhoven,51.42254486,5.50800843
5645CH,Eindhoven,51.42222034,5.50776687
5645CJ,Eindhoven,51.42245091,5.50768487
5645CK,Eindhoven,51.42269884,5.50784957
5645CL,Eindhoven,51.42216796,5.5070284
5645CM,Eindhoven,51.42214555,5.50676167
5645CN,Eindhoven,51.42208357,5.5060358
5645CR,Eindhoven,51.42046694,5.5061089
5645CS,Eindhoven,51.42010015,5.50616438
5645CT,Eindhoven,51.42018599,5.50567142
5645CV,Eindhoven,51.42064635,5.50694089
5645CW,Eindhoven,51.42187859,5.50569048
5645EA,Eindhoven,51.42679163,5.51039634
5645EB,Eindhoven,51.4264488,5.50869612
5645EC,Eindhoven,51.42656045,5.50987521
5645ED,Eindhoven,51.42555784,5.50902323
5645EE,Eindhoven,51.42616323,5.5090159
5645EG,Eindhoven,51.4253685,5.50964073
5645EH,Eindhoven,51.42519677,5.51027992
5645EJ,Eindhoven,51.42503496,5.51093129
5645EK,Eindhoven,51.42570791,5.50935847
5645EL,Eindhoven,51.42611917,5.51149913
5645EM,Eindhoven,51.42633905,5.51069079
5645EN,Eindhoven,51.42751538,5.50948904
5645EP,Eindhoven,51.42866721,5.51248063
5645ER,Eindhoven,51.42810592,5.51229433
5645ES,Eindhoven,51.42856759,5.51207103
5645ET,Eindhoven,51.4280493,5.51041553
5645EV,Eindhoven,51.42864864,5.51154078
5645EW,Eindhoven,51.42870909,5.51115911
5645EX,Eindhoven,51.4287951,5.51063675
5645EZ,Eindhoven,51.42884702,5.5103661
5645GA,Eindhoven,51.42447344,5.51056591
5645GB,Eindhoven,51.4298762,5.51031341
5645GC,Eindhoven,51.42788475,5.50966051
5645GD,Eindhoven,51.42338639,5.50595088
5645GE,Eindhoven,51.42177457,5.50526524
5645JA,Eindhoven,51.42717548,5.51580317
5645JB,Eindhoven,51.42558287,5.51339804
5645JC,Eindhoven,51.42719491,5.5153203
5645JD,Eindhoven,51.42632532,5.51493309
5645JE,Eindhoven,51.42672412,5.51456149
5645JG,Eindhoven,51.42658251,5.51380148
5645JH,Eindhoven,51.42629644,5.5136369
5645JJ,Eindhoven,51.4259933,5.51346318
5645JK,Eindhoven,51.4268919,5.51363325
5645JL,Eindhoven,51.42726184,5.51328874
5645JM,Eindhoven,51.42688809,5.51397653
5645JN,Eindhoven,51.42796357,5.51358623
5645JP,Eindhoven,51.42649855,5.51289358
5645JR,Eindhoven,51.42856146,5.51331291
5645JS,Eindhoven,51.42801947,5.51285382
5645JT,Eindhoven,51.42589272,5.51191222
5645JV,Eindhoven,51.42784711,5.51408943
5645JW,Eindhoven,51.42549024,5.51227602
5645JX,Eindhoven,51.42474766,5.51397157
5645JZ,Eindhoven,51.42501059,5.51303229
5645KA,Eindhoven,51.42415317,5.51248411
5645KB,Eindhoven,51.42478826,5.52202246
5645KC,Eindhoven,51.42814266,5.51474272
5645KD,Eindhoven,51.42452442,5.51167541
5645KE,Eindhoven,51.42389406,5.5123083
5645KG,Eindhoven,51.42258025,5.51321618
5645KH,Eindhoven,51.42416408,5.5144985
5645KJ,Eindhoven,51.42474265,5.51639374
5645KK,Eindhoven,51.42076765,5.5159713
5645KL,Eindhoven,51.42271725,5.51290093
5645KM,Eindhoven,51.42244957,5.5147286
5645KN,Eindhoven,51.42294569,5.51132092
5645KP,Eindhoven,51.42026106,5.51616059
5645KR,Eindhoven,51.41879481,5.51644505
5645KS,Eindhoven,51.42702513,5.52161693
5645KT,Eindhoven,51.41980605,5.50506161
5645KV,Eindhoven,51.41905392,5.50618084
5645KW,Eindhoven,51.42500451,5.51835067
5645KZ,Eindhoven,51.4196976,5.50458662
5645LB,Eindhoven,51.42865353,5.51675851
5645LD,Eindhoven,51.42707524,5.51688984
5645LE,Eindhoven,51.42835599,5.51719188
5645LG,Eindhoven,51.42848562,5.51417626
5645LH,Eindhoven,51.42763066,5.5178267
5645LJ,Eindhoven,51.42760173,5.51822786
5645MD,Eindhoven,51.42252934,5.50550282
5645NG,Eindhoven,51.42355739,5.50604146
5645RD,Eindhoven,51.42558802,5.50809941
5645RE,Eindhoven,51.42510044,5.5080882
5645TA,Eindhoven,51.43202441,5.52620281
5645TG,Eindhoven,51.42956243,5.51050275
5645TH,Eindhoven,51.42939313,5.51203177
5645TJ,Eindhoven,51.42912443,5.510025
5645TL,Eindhoven,51.42818224,5.52150696
5646AA,Eindhoven,51.41616139,5.49999385
5646AB,Eindhoven,51.41604705,5.50331278
5646AC,Eindhoven,51.41638601,5.50271914
5646AD,Eindhoven,51.4154265,5.50278878
5646AE,Eindhoven,51.41559615,5.50234523
5646AG,Eindhoven,51.41538634,5.50087622
5646AH,Eindhoven,51.41559704,5.50049187
5646AJ,Eindhoven,51.41454179,5.49983335
5646AK,Eindhoven,51.41477748,5.50068173
5646AL,Eindhoven,51.41350337,5.50256353
5646AM,Eindhoven,51.4128196,5.5023117
5646AN,Eindhoven,51.41279093,5.50388194
5646AP,Eindhoven,51.41214739,5.50369552
5646AR,Eindhoven,51.41181807,5.50399785
5646AS,Eindhoven,51.41494723,5.50433402
5646AT,Eindhoven,51.41292357,5.50490358
5646AV,Eindhoven,51.41570234,5.50336145
5646AW,Eindhoven,51.41396801,5.50361962
5646BA,Eindhoven,51.41685943,5.50860697
5646BB,Eindhoven,51.41602868,5.50651055
5646BC,Eindhoven,51.41708935,5.50784441
5646BD,Eindhoven,51.41776528,5.50725536
5646BE,Eindhoven,51.41669562,5.50574338
5646BG,Eindhoven,51.41759991,5.50634725
5646BN,Eindhoven,51.41806775,5.50884938
5646BP,Eindhoven,51.41914129,5.50729234
5646BR,Eindhoven,51.41893464,5.50722886
5646BS,Eindhoven,51.41957217,5.50857715
5646BT,Eindhoven,51.41935686,5.50837177
5646BV,Eindhoven,51.41883747,5.5094545
5646BW,Eindhoven,51.41863966,5.50950616
5646BX,Eindhoven,51.41846462,5.50994091
5646HA,Eindhoven,51.4226536,5.50897189
5646HB,Eindhoven,51.42233373,5.51258554
5646HC,Eindhoven,51.41957624,5.51567858
5646HD,Eindhoven,51.41839795,5.51602206
5646HE,Eindhoven,51.42241385,5.51024012
5646HG,Eindhoven,51.42251015,5.50985799
5646HH,Eindhoven,51.42066326,5.51031173
5646HJ,Eindhoven,51.42125598,5.51044154
5646HK,Eindhoven,51.42086732,5.50989797
5646HL,Eindhoven,51.42135453,5.51102312
5646HM,Eindhoven,51.4216993,5.51136334
5646HN,Eindhoven,51.42232208,5.51246135
5646HP,Eindhoven,51.42090682,5.51248174
5646HR,Eindhoven,51.42105171,5.51229325
5646HS,Eindhoven,51.41972774,5.51089637
5646HT,Eindhoven,51.41999396,5.51136575
5646HV,Eindhoven,51.41902753,5.50976123
5646HW,Eindhoven,51.41875784,5.50980773
5646HX,Eindhoven,51.41957484,5.51285742
5646HZ,Eindhoven,51.42086584,5.5129497
5646JA,Eindhoven,51.41801973,5.50996306
5646JD,Eindhoven,51.41737793,5.50959916
5646JE,Eindhoven,51.41697863,5.50928117
5646JG,Eindhoven,51.42087812,5.51431973
5646JH,Eindhoven,51.4209185,5.51465919
5646JJ,Eindhoven,51.41966255,5.51325275
5646JK,Eindhoven,51.41960461,5.5133073
5646JL,Eindhoven,51.41888653,5.51164003
5646JM,Eindhoven,51.41800753,5.51387489
5646JN,Eindhoven,51.41793555,5.51539167
5646KW,Eindhoven,51.41862891,5.50681735
5646KX,Eindhoven,51.41786665,5.50795433
5646KZ,Eindhoven,51.41388829,5.51365195
5646LC,Eindhoven,51.4182389,5.5065419
5647LA,Eindhoven,51.42347702,5.52483238
5647LB,Eindhoven,51.42360812,5.52381528
5651AC,Eindhoven,51.44474639,5.44307246
5651AD,Eindhoven,51.4454149,5.44211233
5651AE,Eindhoven,51.44542214,5.44323536
5651AG,Eindhoven,51.44512479,5.44120189
5651AH,Eindhoven,51.44436742,5.44363517
5651AJ,Eindhoven,51.44440461,5.44304225
5651AK,Eindhoven,51.44645992,5.44208295
5651AL,Eindhoven,51.44567917,5.44344651
5651AM,Eindhoven,51.4452014,5.44483637
5651AN,Eindhoven,51.446373,5.44187803
5651AP,Eindhoven,51.44566821,5.44239135
5651AR,Eindhoven,51.44590035,5.44210259
5651AS,Eindhoven,51.44578534,5.4410306
5651BA,Eindhoven,51.44575257,5.44593503
5651BB,Eindhoven,51.44618552,5.44601664
5651BC,Eindhoven,51.4473249,5.4442107
5651BD,Eindhoven,51.44677237,5.44289619
5651BE,Eindhoven,51.4468784,5.44474189
5651BG,Eindhoven,51.44565896,5.44533218
5651BH,Eindhoven,51.44606967,5.44358848
5651BJ,Eindhoven,51.44916321,5.4501533
5651BK,Eindhoven,51.44924688,5.44807375
5651BL,Eindhoven,51.44816705,5.44543646
5651BM,Eindhoven,51.44727494,5.44338329
5651BN,Eindhoven,51.44655441,5.44166618
5651BP,Eindhoven,51.4496987,5.44762949
5651BR,Eindhoven,51.44736803,5.44277633
5651BT,Eindhoven,51.44552244,5.4450707
5651CA,Eindhoven,51.45404259,5.44747474
5651CB,Eindhoven,51.44892476,5.45032066
5651CC,Eindhoven,51.44892253,5.45010899
5651CD,Eindhoven,51.44913895,5.45408163
5651CE,Eindhoven,51.44847642,5.44945676
5651CG,Eindhoven,51.44840633,5.44928805
5651CH,Eindhoven,51.44877334,5.44887278
5651CJ,Eindhoven,51.44907106,5.44957507
5651CK,Eindhoven,51.44891193,5.44810047
5651CL,Eindhoven,51.44843344,5.44878909
5651CM,Eindhoven,51.44748208,5.44741042
5651CN,Eindhoven,51.4485289,5.44865436
5651CP,Eindhoven,51.44842557,5.44698832
5651CR,Eindhoven,51.44786689,5.4480985
5651CS,Eindhoven,51.44836572,5.44647316
5651CT,Eindhoven,51.44749823,5.44812687
5651CV,Eindhoven,51.44808611,5.44588647
5651CW,Eindhoven,51.44800083,5.44573608
5651EA,Eindhoven,51.44852499,5.44166436
5651EB,Eindhoven,51.4484013,5.44136616
5651EC,Eindhoven,51.44794333,5.44296242
5651ED,Eindhoven,51.44809688,5.44279933
5651EE,Eindhoven,51.44795576,5.443458
5651EG,Eindhoven,51.44765572,5.44336699
5651EH,Eindhoven,51.45345115,5.44557547
5651EJ,Eindhoven,51.45162693,5.44256999
5651EK,Eindhoven,51.44928617,5.44284131
5651EL,Eindhoven,51.44853148,5.44101653
5651EN,Eindhoven,51.44650812,5.4403752
5651EP,Eindhoven,51.44687589,5.44102764
5651ER,Eindhoven,51.44710021,5.44156486
5651ES,Eindhoven,51.44715487,5.44197589
5651ET,Eindhoven,51.44770333,5.4450957
5651EV,Eindhoven,51.44685442,5.44634422
5651EW,Eindhoven,51.45013957,5.4419438
5651EX,Eindhoven,51.44748602,5.44484526
5651EZ,Eindhoven,51.44626461,5.44623975
5651GA,Eindhoven,51.45510337,5.44735419
5651GB,Eindhoven,51.45399753,5.44384067
5651GC,Eindhoven,51.45672251,5.44454499
5651GD,Eindhoven,51.46292685,5.41833787
5651GE,Eindhoven,51.46181267,5.41738612
5651GG,Eindhoven,51.46740883,5.42339035
5651GH,Eindhoven,51.46861923,5.41999775
5651GJ,Eindhoven,51.46935563,5.41288338
5651GK,Eindhoven,51.47647446,5.42149307
5651GL,Eindhoven,51.47546954,5.41621097
5651GN,Eindhoven,51.47611698,5.41389599
5651GR,Eindhoven,51.4657885,5.41631405
5651GW,Eindhoven,51.45163529,5.45337134
5651GZ,Eindhoven,51.4623566,5.41087589
5651HA,Eindhoven,51.4494003,5.44452556
5651HC,Eindhoven,51.45027724,5.44251244
5651HD,Eindhoven,51.44935993,5.44425913
5651HE,Eindhoven,51.44946816,5.44488197
5651HG,Eindhoven,51.44978917,5.44487225
5651HH,Eindhoven,51.45063274,5.44433522
5651HJ,Eindhoven,51.44998928,5.44666515
5651HK,Eindhoven,51.44982506,5.44693071
5651HL,Eindhoven,51.45037313,5.4464352
5651HM,Eindhoven,51.45134496,5.44626163
5651HN,Eindhoven,51.45181498,5.44524008
5651HP,Eindhoven,51.45224728,5.44604886
5651HR,Eindhoven,51.45102705,5.44773548
5651HS,Eindhoven,51.4492695,5.44203895
5651LX,Eindhoven,51.44524931,5.44741849
5651LZ,Eindhoven,51.4442872,5.44485832
5652AA,Eindhoven,51.43510649,5.45170481
5652AB,Eindhoven,51.43121785,5.4521329
5652AC,Eindhoven,51.43244369,5.45020446
5652AD,Eindhoven,51.4338657,5.44652183
5652AE,Eindhoven,51.43144373,5.4335577
5652AG,Eindhoven,51.43136855,5.43728258
5652AH,Eindhoven,51.43009827,5.44610453
5652AJ,Eindhoven,51.43073685,5.44605777
5652AK,Eindhoven,51.43346184,5.44226633
5652AL,Eindhoven,51.43409124,5.43635848
5652AM,Eindhoven,51.43698634,5.44097377
5652AN,Eindhoven,51.42962135,5.4294357
5652AP,Eindhoven,51.43679819,5.44034137
5652AR,Eindhoven,51.4274644,5.43958887
5652AS,Eindhoven,51.4243202,5.43248995
5652AT,Eindhoven,51.42789984,5.44228634
5652AV,Eindhoven,51.4282048,5.43927456
5652AW,Eindhoven,51.42763903,5.42950828
5652AX,Eindhoven,51.42833425,5.43319477
5652BA,Eindhoven,51.42907475,5.44516852
5652BB,Eindhoven,51.42956132,5.44467664
5652BC,Eindhoven,51.43516432,5.43097784
5652BG,Eindhoven,51.43504773,5.44306233
5652BH,Eindhoven,51.43055032,5.43326427
5652BJ,Eindhoven,51.42716148,5.44142706
5652CA,Eindhoven,51.43914809,5.44997838
5652CB,Eindhoven,51.437147,5.45102201
5652CC,Eindhoven,51.43833186,5.45003184
5652CD,Eindhoven,51.43850369,5.44849091
5652CE,Eindhoven,51.43813678,5.44655082
5652CG,Eindhoven,51.43705846,5.44685876
5652CH,Eindhoven,51.43712031,5.44429548
5652CJ,Eindhoven,51.43561523,5.45113264
5652CK,Eindhoven,51.43610092,5.45113996
5652CL,Eindhoven,51.43571429,5.44920933
5652CM,Eindhoven,51.43661301,5.43973056
5652CN,Eindhoven,51.43667524,5.43832101
5652CP,Eindhoven,51.43716765,5.45060715
5652CR,Eindhoven,51.43624921,5.44965691
5652CV,Eindhoven,51.43685965,5.43400668
5652EA,Eindhoven,51.43938085,5.44983012
5652EB,Eindhoven,51.43893236,5.44841986
5652EC,Eindhoven,51.43847816,5.44607754
5652ED,Eindhoven,51.43784956,5.4434584
5652EE,Eindhoven,51.43731073,5.44143608
5652EG,Eindhoven,51.43723813,5.43939732
5652EH,Eindhoven,51.43749748,5.43713749
5652EJ,Eindhoven,51.43763417,5.43475296
5652EK,Eindhoven,51.43958241,5.44950468
5652EL,Eindhoven,51.43887523,5.44689815
5652EM,Eindhoven,51.4378513,5.44238023
5652EN,Eindhoven,51.4374899,5.44036187
5652EP,Eindhoven,51.43778005,5.43732438
5652ER,Eindhoven,51.4379184,5.43481448
5652ES,Eindhoven,51.43795198,5.44226868
5652ET,Eindhoven,51.43802467,5.44290833
5652EV,Eindhoven,51.43884118,5.44083509
5652EW,Eindhoven,51.43849238,5.43976693
5652GA,Eindhoven,51.4397024,5.44729499
5652GB,Eindhoven,51.44014285,5.4485245
5652GC,Eindhoven,51.44010213,5.44661519
